lat,lon,weight
12.50000000,2.50000000,22016381.190064
12.50000000,7.50000000,68932764.169716
12.50000000,12.50000000,27873956.806564
12.50000000,17.50000000,8265877.996795
12.50000000,22.50000000,10303170.700840
12.50000000,27.50000000,7143994.987752
12.50000000,32.50000000,16086279.857624
12.50000000,37.50000000,37670977.644701
12.50000000,42.50000000,22311512.813570
12.50000000,47.50000000,5708628.393131
12.50000000,52.50000000,313099.649962
12.50000000,72.50000000,7107357.532645
12.50000000,77.50000000,137314442.080852
12.50000000,82.50000000,9409149.983033
12.50000000,92.50000000,373601.402733
12.50000000,97.50000000,4926886.537683
12.50000000,102.50000000,46672303.651504
12.50000000,107.50000000,48555939.806578
12.50000000,117.50000000,358297.054786
12.50000000,122.50000000,63308101.475080
12.50000000,127.50000000,1521228.031312
12.50000000,142.50000000,168398.999698
12.50000000,147.50000000,3641.428380
12.50000000,162.50000000,152.604853
12.50000000,167.50000000,454.680306
12.50000000,172.50000000,172.538882
17.50000000,-157.50000000,142328.719179
17.50000000,-152.50000000,28892.993991
17.50000000,-112.50000000,98.444787
17.50000000,-107.50000000,28829.367413
17.50000000,-102.50000000,7101396.492436
17.50000000,-97.50000000,49086348.492766
17.50000000,-92.50000000,14811916.975359
17.50000000,-87.50000000,6749541.334851
17.50000000,-82.50000000,185909.416540
17.50000000,-77.50000000,2954222.103155
17.50000000,-72.50000000,17955191.979643
17.50000000,-67.50000000,8562551.767923
17.50000000,-62.50000000,808862.132190
17.50000000,-27.50000000,47152.611506
17.50000000,-22.50000000,271465.082035
17.50000000,-17.50000000,4222107.651648
17.50000000,-12.50000000,3674644.560756
17.50000000,-7.50000000,1475706.458577
17.50000000,-2.50000000,2411264.009314
17.50000000,2.50000000,978113.554192
17.50000000,7.50000000,1681932.514422
17.50000000,12.50000000,98205.686790
17.50000000,17.50000000,204905.153924
17.50000000,22.50000000,622383.547473
17.50000000,27.50000000,104364.477205
17.50000000,32.50000000,14166437.617441
17.50000000,37.50000000,6694365.844923
17.50000000,42.50000000,20273614.599560
17.50000000,47.50000000,1655934.332173
17.50000000,52.50000000,807213.582965
17.50000000,57.50000000,54076.580160
17.50000000,72.50000000,66396667.079040
17.50000000,77.50000000,94756299.359748
17.50000000,82.50000000,45338286.344521
17.50000000,87.50000000,1868473.287676
17.50000000,92.50000000,3266489.791010
17.50000000,97.50000000,30282399.509639
17.50000000,102.50000000,21242178.722412
17.50000000,107.50000000,21165932.524746
17.50000000,112.50000000,3894990.464071
17.50000000,117.50000000,664105.289215
17.50000000,122.50000000,18195509.298541
17.50000000,147.50000000,40239.662129
22.50000000,-162.50000000,35.782316
22.50000000,-157.50000000,1255111.094551
22.50000000,-112.50000000,303035.983327
22.50000000,-107.50000000,3376010.576088
22.50000000,-102.50000000,23706602.111957
22.50000000,-97.50000000,8625268.429342
22.50000000,-92.50000000,152343.654864
22.50000000,-87.50000000,3891574.478702
22.50000000,-82.50000000,5084476.546189
22.50000000,-77.50000000,5634051.762295
22.50000000,-72.50000000,317420.540453
22.50000000,-17.50000000,439442.953005
22.50000000,-12.50000000,257791.856007
22.50000000,-7.50000000,92438.836257
22.50000000,-2.50000000,16834.926417
22.50000000,2.50000000,53590.744942
22.50000000,7.50000000,174523.612797
