lat,lon,weight
52.50000000,67.50000000,983525.772373
52.50000000,72.50000000,3278920.610056
52.50000000,77.50000000,1097775.786355
52.50000000,82.50000000,3496578.025150
52.50000000,87.50000000,2042685.734630
52.50000000,92.50000000,1046756.161232
52.50000000,97.50000000,91963.577838
52.50000000,102.50000000,1742444.791134
52.50000000,107.50000000,965883.567566
52.50000000,112.50000000,597409.413752
52.50000000,117.50000000,317088.896871
52.50000000,122.50000000,537122.519987
52.50000000,127.50000000,852630.776712
52.50000000,132.50000000,31949.359282
52.50000000,137.50000000,325184.002706
52.50000000,142.50000000,83312.513404
52.50000000,157.50000000,248676.493142
52.50000000,162.50000000,16.253064
52.50000000,167.50000000,3.020083
52.50000000,172.50000000,48.135344
57.50000000,-172.50000000,24.888767
57.50000000,-167.50000000,110.542685
57.50000000,-162.50000000,9074.916558
57.50000000,-157.50000000,6491.743818
57.50000000,-152.50000000,29537.777874
57.50000000,-147.50000000,22.248170
57.50000000,-142.50000000,31.202877
57.50000000,-137.50000000,14783.813917
57.50000000,-132.50000000,63272.939684
57.50000000,-127.50000000,10168.987982
57.50000000,-122.50000000,74544.350433
57.50000000,-117.50000000,182739.051041
57.50000000,-112.50000000,99525.760992
57.50000000,-107.50000000,22575.984012
57.50000000,-102.50000000,11089.965959
57.50000000,-97.50000000,20998.935129
57.50000000,-92.50000000,2233.204671
57.50000000,-87.50000000,670.780131
57.50000000,-77.50000000,5601.394113
57.50000000,-67.50000000,4628.017671
57.50000000,-62.50000000,2484.147148
57.50000000,-57.50000000,394.297010
57.50000000,-7.50000000,367464.297311
57.50000000,-2.50000000,5827476.485743
57.50000000,2.50000000,212.761511
57.50000000,7.50000000,3040077.948733
57.50000000,12.50000000,10334625.361500
57.50000000,17.50000000,4522222.492888
57.50000000,22.50000000,3435932.323983
57.50000000,27.50000000,2572448.403608
57.50000000,32.50000000,6981996.334859
57.50000000,37.50000000,25494871.742921
57.50000000,42.50000000,5134796.555788
57.50000000,47.50000000,4711145.686064
57.50000000,52.50000000,3852853.973430
57.50000000,57.50000000,4115157.830405
57.50000000,62.50000000,5596454.888868
57.50000000,67.50000000,2124141.208156
57.50000000,72.50000000,775608.001039
57.50000000,77.50000000,217073.053845
57.50000000,82.50000000,1937945.255906
57.50000000,87.50000000,1400072.348862
57.50000000,92.50000000,2025641.064397
57.50000000,97.50000000,334854.086887
57.50000000,102.50000000,376910.249579
57.50000000,107.50000000,90895.078474
57.50000000,112.50000000,28957.567044
57.50000000,117.50000000,9700.338965
57.50000000,122.50000000,88482.335077
57.50000000,127.50000000,40224.124080
57.50000000,132.50000000,759.845259
57.50000000,137.50000000,2127.582617
57.50000000,142.50000000,4557.856900
57.50000000,147.50000000,763.455645
57.50000000,152.50000000,98868.156152
57.50000000,157.50000000,10645.545238
57.50000000,162.50000000,9736.448017
57.50000000,167.50000000,639.465196
57.50000000,172.50000000,1.490542
62.50000000,-177.50000000,252.107816
62.50000000,-172.50000000,6497.753503
62.50000000,-167.50000000,5353.481147
62.50000000,-162.50000000,27365.291596
62.50000000,-157.50000000,4058.040121
62.50000000,-152.50000000,50470.960471
62.50000000,-147.50000000,562306.438861
62.50000000,-142.50000000,2802.347844
62.50000000,-137.50000000,36964.485221
62.50000000,-132.50000000,4174.581239
62.50000000,-127.50000000,1883.425146
62.50000000,-122.50000000,1988.547653
62.50000000,-117.50000000,7201.388039
62.50000000,-112.50000000,25820.162680
62.50000000,-107.50000000,5.968064
62.50000000,-102.50000000,1.032453
62.50000000,-97.50000000,2231.350120
62.50000000,-92.50000000,7248.115553
62.50000000,-82.50000000,1118.172597
62.50000000,-77.50000000,6658.942302
62.50000000,-72.50000000,1509.973431
62.50000000,-67.50000000,8973.934452
62.50000000,-52.50000000,20353.903362
62.50000000,-47.50000000,6730.268917
62.50000000,-42.50000000,181.376642
62.50000000,-22.50000000,330118.585182
62.50000000,-17.50000000,4890.399219
62.50000000,-12.50000000,1937.029122
62.50000000,-7.50000000,55721.999916
62.50000000,-2.50000000,19975.742226
62.50000000,2.50000000,20141.746227
62.50000000,7.50000000,992260.282334
62.50000000,12.50000000,1174012.043576
62.50000000,17.50000000,959917.911020
62.50000000,22.50000000,3223309.214968
62.50000000,27.50000000,2459492.664703
62.50000000,32.50000000,2249077.735024
62.50000000,37.50000000,230887.938465
62.50000000,42.50000000,571237.865875
62.50000000,47.50000000,247245.216199
62.50000000,52.50000000,439444.525705
62.50000000,57.50000000,79933.582654
62.50000000,62.50000000,172756.183833
62.50000000,67.50000000,266154.748764
62.50000000,72.50000000,863421.167003
62.50000000,77.50000000,703750.686530
62.50000000,82.50000000,3874.114534
62.50000000,87.50000000,1146.326786
62.50000000,92.50000000,8259.899464
62.50000000,97.50000000,3629.109752
62.50000000,102.50000000,7814.868276
62.50000000,107.50000000,2332.482579
62.50000000,112.50000000,68578.145655
62.50000000,117.50000000,45465.633576
62.50000000,122.50000000,62686.379388
62.50000000,127.50000000,512737.200910
62.50000000,132.50000000,103945.745585
62.50000000,137.50000000,10093.061541
62.50000000,142.50000000,6057.255469
62.50000000,147.50000000,9931.625312
62.50000000,152.50000000,9928.771790
62.50000000,157.50000000,4828.253576
62.50000000,162.50000000,381.426315
62.50000000,167.50000000,4515.364400
62.50000000,172.50000000,627.683679
62.50000000,177.50000000,19793.740333
67.50000000,-177.50000000,540.802436
67.50000000,-172.50000000,5286.960964
67.50000000,-167.50000000,1724.440764
67.50000000,-162.50000000,8494.128788
67.50000000,-157.50000000,1222.551973
67.50000000,-152.50000000,996.587608
67.50000000,-147.50000000,1900.939356
67.50000000,-142.50000000,390.951846
67.50000000,-137.50000000,1095.631159
67.50000000,-132.50000000,5248.968704
67.50000000,-127.50000000,1393.744085
67.50000000,-122.50000000,940.534984
67.50000000,-117.50000000,1490.956906
67.50000000,-107.50000000,1895.604709
67.50000000,-97.50000000,1458.913199
67.50000000,-92.50000000,1004.442233
67.50000000,-87.50000000,2436.126489
67.50000000,-82.50000000,3177.150618
67.50000000,-67.50000000,1625.749383
67.50000000,-62.50000000,637.374085
67.50000000,-52.50000000,19731.866983
67.50000000,-37.50000000,2638.676399
67.50000000,-22.50000000,12482.348238
67.50000000,-17.50000000,37073.066193
67.50000000,-12.50000000,9549.557177
67.50000000,12.50000000,179833.013713
67.50000000,17.50000000,250354.309112
67.50000000,22.50000000,349144.533715
67.50000000,27.50000000,300904.485981
67.50000000,32.50000000,600014.316660
67.50000000,37.50000000,6480.987384
67.50000000,42.50000000,6156.940259
67.50000000,47.50000000,990.137290
67.50000000,52.50000000,56089.698393
67.50000000,57.50000000,69323.613903
67.50000000,62.50000000,73952.737342
67.50000000,67.50000000,90476.663170
67.50000000,72.50000000,60650.701764
67.50000000,77.50000000,141961.099875
67.50000000,82.50000000,8173.445480
67.50000000,87.50000000,202889.042002
67.50000000,92.50000000,6.820894
67.50000000,102.50000000,18.809656
67.50000000,107.50000000,22.365966
67.50000000,112.50000000,23613.597507
67.50000000,117.50000000,1249.353126
67.50000000,122.50000000,4263.616976
67.50000000,127.50000000,76.732757
67.50000000,132.50000000,10814.587896
67.50000000,137.50000000,4737.245478
67.50000000,142.50000000,3320.126077
67.50000000,147.50000000,4021.209463
67.50000000,152.50000000,9014.175280
67.50000000,157.50000000,118.915815
67.50000000,162.50000000,4347.147959
67.50000000,167.50000000,6839.544000
67.50000000,172.50000000,4360.820471
67.50000000,177.50000000,4182.317207
72.50000000,-177.50000000,6.753748
72.50000000,-162.50000000,628.944431
72.50000000,-157.50000000,6381.720372
72.50000000,-152.50000000,705.069871
72.50000000,-147.50000000,2919.134042
72.50000000,-142.50000000,410.191021
72.50000000,-127.50000000,113.279762
72.50000000,-117.50000000,442.768223
72.50000000,-92.50000000,194.392715
72.50000000,-87.50000000,1080.502814
72.50000000,-77.50000000,1679.666378
72.50000000,-67.50000000,1274.658082
72.50000000,-57.50000000,2659.323637
72.50000000,-52.50000000,2360.414075
72.50000000,17.50000000,891.840196
72.50000000,22.50000000,21884.325086
72.50000000,27.50000000,19081.611130
72.50000000,32.50000000,2153.179710
72.50000000,52.50000000,2344.429507
72.50000000,57.50000000,13.695982
72.50000000,67.50000000,3244.313411
72.50000000,72.50000000,6463.161414
72.50000000,77.50000000,159.123178
72.50000000,82.50000000,2034.867878
72.50000000,87.50000000,2.579740
72.50000000,92.50000000,311.918263
72.50000000,97.50000000,141.435833
72.50000000,102.50000000,1844.321168
72.50000000,107.50000000,27.864514
72.50000000,112.50000000,4094.738675
72.50000000,117.50000000,2.896313
72.50000000,122.50000000,171.226354
72.50000000,127.50000000,6190.732806
72.50000000,132.50000000,835.826551
72.50000000,137.50000000,1114.135654
72.50000000,142.50000000,141.336429
72.50000000,147.50000000,1762.466851
72.50000000,152.50000000,29.922682
72.50000000,172.50000000,14.544306
77.50000000,-82.50000000,156.755839
77.50000000,-72.50000000,34.911282
77.50000000,-67.50000000,738.887410
77.50000000,67.50000000,25.357107
77.50000000,102.50000000,23.868548
77.50000000,107.50000000,3.339166
