satellite_id,plane,slot,samples,sunlit_samples,sunlit_ratio_pct
322,14,14,1441,942,65.37126995142262
323,14,15,1441,949,65.85704371963914
324,14,16,1441,953,66.13462873004858
325,14,17,1441,954,66.20402498265094
326,14,18,1441,952,66.06523247744622
327,14,19,1441,945,65.5794587092297
328,14,20,1441,937,65.02428868841082
329,14,21,1441,928,64.3997224149896
330,15,0,1441,922,63.98334489937543
331,15,1,1441,914,63.42817487855656
332,15,2,1441,906,62.87300485773768
333,15,3,1441,896,62.179042331714086
334,15,4,1441,892,61.90145732130465
335,15,5,1441,892,61.90145732130465
336,15,6,1441,891,61.83206106870229
337,15,7,1441,891,61.83206106870229
338,15,8,1441,898,62.317834836918806
339,15,9,1441,907,62.94240111034004
340,15,10,1441,914,63.42817487855656
341,15,11,1441,924,64.12213740458016
342,15,12,1441,932,64.67730742539902
343,15,13,1441,940,65.2324774462179
344,15,14,1441,950,65.9264399722415
345,15,15,1441,958,66.48160999306037
346,15,16,1441,960,66.6204024982651
347,15,17,1441,961,66.68979875086745
348,15,18,1441,956,66.34281748785565
349,15,19,1441,948,65.78764746703678
350,15,20,1441,941,65.30187369882026
351,15,21,1441,932,64.67730742539902
352,16,0,1441,928,64.3997224149896
353,16,1,1441,920,63.84455239417071
354,16,2,1441,912,63.28938237335184
355,16,3,1441,902,62.595419847328245
356,16,4,1441,900,62.456627342123525
357,16,5,1441,902,62.595419847328245
358,16,6,1441,901,62.526023594725885
359,16,7,1441,899,62.387231089521165
360,16,8,1441,907,62.94240111034004
361,16,9,1441,915,63.49757113115892
362,16,10,1441,923,64.0527411519778
363,16,11,1441,933,64.74670367800138
364,16,12,1441,941,65.30187369882026
365,16,13,1441,949,65.85704371963914
366,16,14,1441,959,66.55100624566273
367,16,15,1441,967,67.10617626648161
368,16,16,1441,968,67.17557251908397
369,16,17,1441,968,67.17557251908397
370,16,18,1441,964,66.89798750867453
371,16,19,1441,954,66.20402498265094
372,16,20,1441,946,65.64885496183206
373,16,21,1441,938,65.09368494101318
374,17,0,1441,937,65.02428868841082
375,17,1,1441,928,64.3997224149896
376,17,2,1441,920,63.84455239417071
377,17,3,1441,911,63.21998612074948
378,17,4,1441,909,63.08119361554476
379,17,5,1441,910,63.15058986814712
380,17,6,1441,909,63.08119361554476
381,17,7,1441,910,63.15058986814712
382,17,8,1441,918,63.70575988896599
383,17,9,1441,927,64.33032616238724
384,17,10,1441,935,64.8854961832061
385,17,11,1441,944,65.51006245662734
386,17,12,1441,953,66.13462873004858
387,17,13,1441,961,66.68979875086745
388,17,14,1441,969,67.24496877168633
389,17,15,1441,976,67.73074253990285
390,17,16,1441,975,67.66134628730049
391,17,17,1441,975,67.66134628730049
392,17,18,1441,972,67.45315752949341
393,17,19,1441,963,66.82859125607217
394,17,20,1441,954,66.20402498265094
395,17,21,1441,946,65.64885496183206
396,18,0,1441,945,65.5794587092297
397,18,1,1441,937,65.02428868841082
398,18,2,1441,931,64.60791117279666
399,18,3,1441,923,64.0527411519778
400,18,4,1441,924,64.12213740458016
401,18,5,1441,924,64.12213740458016
402,18,6,1441,923,64.0527411519778
